,Location,Name,count,geometry,SpatialLag,pval
554,W/S OF MEADOW LAKE & G C PKWY,Jurassic Playground,1.0,"POLYGON ((1028951.757581685 207170.9320493556, 1028951.757581685 207170.9320493556, 1028946.777007578 207012.154722438, 1028931.288349306 206854.5663851103, 1028905.409285532 206699.3663994019, 1028869.33658444 206547.735963195, 1028823.34461192 206400.8291196528, 1028767.783248626 206259.7639729204, 1028703.075231586 206125.6141769944, 1028629.712940532 205999.400762655, 1028548.254653239 205882.0843647444, 1028459.320298337 205774.5579087928, 1028363.586737818 205677.63981305, 1028261.782615156 205592.0677574815, 1028154.682808298 205518.4930672666, 1028043.102529709 205457.4757537286, 1027927.891118526 205409.4802503635, 1027809.925572131 205374.8718765449, 1027690.103866557 205353.9140558946, 1027569.338116653 205346.7663104335, 1027448.547628288 205353.4830459154, 1027328.651895629 205374.0131375754, 1027210.563596988 205408.2003193603, 1027095.181642732 205455.7843738622, 1026983.38432834 205516.4031136626, 1026876.022644913 205589.5951391949, 1026773.913798184 205674.8033518589, 1026677.834985483 205771.3791958422, 1026588.517478128 205878.5875961285, 1026506.641054407 205995.6125551166, 1026432.828825495 206121.5633652392, 1026367.642493732 206255.4813900411, 1026311.578079365 206396.347362355, 1026265.06214817 206543.0891435948, 1026228.448568635 206694.5898853142, 1026202.015823223 206849.6965308079, 1026185.964894084 207007.2285918922, 1026180.417739174 207165.9871341334, 1026185.416370099 207324.7639020776, 1026200.922538651 207482.3505150501, 1026226.818034127 207637.5476634096, 1026262.905589073 207789.1742354837, 1026308.910386272 207936.0763055149, 1026364.4821554 208077.1359144052, 1026429.197843253 208211.2795764235, 1026502.564837023 208337.4864471572, 1026584.024716047 208454.7960906031, 1026672.957503332 208562.3157864446, 1026768.686384516 208659.2273218453, 1026870.482858304 208744.7932161712, 1026977.572279157 208818.3623314517, 1027089.139750182 208879.3748257486, 1027204.336321395 208927.3664119932, 1027322.285446319 208961.9718898437, 1027442.089647878 208982.9279236491, 1027562.837343074 208990.0750457143, 1027683.609774622 208983.3588691964, 1027803.487997 208962.830501901, 1027921.55986394 208928.6461574649, 1028036.926964341 208881.0659671004, 1028148.711454054 208820.4520008017, 1028256.062731647 208747.2655131115, 1028358.163907564 208662.06343436, 1028454.238017548 208565.494133973, 1028543.553933172 208458.2924881608, 1028625.431924511 208341.2742892734, 1028699.248832757 208215.3300394976, 1028764.442813394 208081.4181759382, 1028820.517613767 207940.5577785635, 1028867.046352525 207793.8208165694, 1028903.67477203 207642.3239919658, 1028930.123938914 207487.2202424448, 1028946.192372067 207329.6899681916, 1028951.757581685 207170.9320493556))",4.75,0.002
555,"COLLEGE PT BLVD, BOTANIC GDNS",Lawrence Playground,23.0,"POLYGON ((1031769.108097128 211985.4722072744, 1031769.108097128 211985.4722072744, 1031764.147056565 211826.6940081871, 1031748.679874648 211669.1035817046, 1031722.824066592 211513.9003057007, 1031686.776223585 211362.2654030645, 1031640.810522333 211215.3529509059, 1031585.276643538 211074.2810959918, 1031520.597115052 210940.1235433177, 1031447.264099774 210813.9013826456, 1031365.835652676 210696.5753153215, 1031276.931475268 210589.0383404102, 1031181.228199863 210492.1089561867, 1031079.454239447 210406.5249284542, 1030972.384242406 210332.9376734944, 1030860.83319432 210271.9072982075, 1030745.65021186 210223.8983354903, 1030627.712076045 210189.2762071605, 1030507.916554291 210168.3044414727, 1030387.175562179 210161.142666623, 1030266.408217146 210167.8453951447, 1030146.533837229 210188.3616089125, 1030028.464938235 210222.5351475051, 1029913.100282893 210270.1058974177, 1029801.318035026 210330.7117725377, 1029693.969071091 210403.8914712358, 1029591.870500011 210489.0879887969, 1029495.799440922 210585.6528584716, 1029406.487106152 210692.8510888231, 1029324.613234619 210809.8667597015, 1029250.800918087 210935.8092342764, 1029185.611859578 211069.719939586, 1029129.542100089 211210.5796641828, 1029083.018246088 211357.3163170646, 1029046.394226366 211508.813088857, 1029019.948602842 211663.9169530516, 1029003.882455688 211821.4474426431, 1028998.31785868 211980.2056351577, 1029003.296956158 212138.9832777715, 1029018.781648587 212296.5719831094, 1029044.653888704 212451.7724256024, 1029080.716586035 212603.4034684456, 1029126.69511254 212750.3111517999, 1029182.239397826 212891.3774738158, 1029246.926597845 213025.5288976002, 1029320.264316602 213151.7445196059, 1029401.694356216 213269.063837186, 1029490.596966779 213376.5940563316, 1029586.295563594 213473.5168840696, 1029688.061875832 213559.0947537888, 1029795.121487491 213632.6764363324, 1029906.659728549 213693.7019940974, 1030021.827871462 213741.7070405723, 1030139.749586108 213776.3262729573, 1030259.527604018 213797.2962509406, 1030380.250541463 213804.4574006844, 1030500.999829577 213797.7552286271, 1030620.856698987 213777.2407360131, 1030738.909165922 213743.0700309222, 1030854.258966938 213695.5031408072, 1030966.028389548 213634.9020344867, 1031073.366946992 213561.727868687, 1031175.457846539 213476.5374800201, 1031271.524202149 213379.9791490026, 1031360.83494441 213272.787668409, 1031442.710382781 213155.7787532777, 1031516.527377902 213029.8428352023, 1031581.72408459 212895.9382879014, 1031637.804229461 212755.0841357254, 1031684.340890494 212608.3523003608, 1031720.979749766 212456.8594448107, 1031747.441794455 212301.7584765702, 1031763.52544545 212144.229774674, 1031769.108097128 211985.4722072744))",49.5,0.257
556,111 ST & SAULTELL & 56 AVES,Playground For All Children,3.0,"POLYGON ((1027423.697549626 209317.7262528941, 1027423.697549626 209317.7262528941, 1027418.707473447 209158.9491088641, 1027403.210318002 209001.36161698, 1027377.323826629 208846.1631328219, 1027341.244824039 208694.534842865, 1027295.24772409 208547.630773931, 1027239.682446456 208406.5690090332, 1027174.971757965 208272.4231764224, 1027101.608058675 208146.2142767143, 1027020.149637096 208028.9029103396, 1026931.216422874 207921.3819645467, 1026835.485269325 207824.4698156191, 1026733.684801617 207738.9040982241, 1026626.589869884 207665.3360892835, 1026515.015649487 207604.3257492516, 1026399.811433462 207556.3374585206, 1026281.854164431 207521.7364815432, 1026162.041755442 207500.7861856407, 1026041.286250588 207493.6460355297, 1025920.506877772 207500.3703791627, 1025800.623046557 207520.9080338384, 1025682.547344676 207555.1026759671, 1025567.178586635 207602.6940313292, 1025455.394967472 207663.3198569722, 1025348.047374063 207736.5186993938, 1025245.952904893 207821.7334081213, 1025149.888647867 207918.3153779275, 1025060.585763529 208025.5294871927, 1024978.723918871 208142.5596948997, 1024904.926114099 208268.5152535262, 1024839.753941783 208402.4374905473, 1024783.703314394 208543.3071067305, 1024737.200692781 208690.0519357926, 1024700.599844131 208841.5551061248, 1024674.17915402 208996.6635425616, 1024658.139512845 209154.1967433098, 1024652.602792656 209312.9557652751, 1024657.610925633 209471.7323493698, 1024673.125591262 209629.3181163319, 1024699.028514171 209784.5137629599, 1024735.122370383 209936.1381890164, 1024781.13229472 210083.0374850805, 1024836.707977846 210224.0937131445, 1024901.426336767 210358.2334132182, 1024974.794738363 210484.4357709887, 1025056.254751248 210601.7403848131, 1025145.186397423 210709.2545726286, 1025240.912871217 210806.1601634723, 1025342.705689655 210891.7197219479, 1025449.790235021 210965.2821582633, 1025561.351647539 211026.2876812984, 1025676.541023334 211074.2720570091, 1025794.481870697 211108.8701399048, 1025914.276775544 211129.8186506026, 1026035.014225632 211136.9581786093, 1026155.775541654 211130.2343949115, 1026275.641862684 211109.6984651626, 1026393.701133029 211075.506660564, 1026509.055037449 211027.9191691023, 1026620.825832224 210967.2981163292, 1026728.163020141 210894.1048107413, 1026830.249818881 210808.8962345556, 1026926.3093736 210712.3208066822, 1027015.610666633 210605.1134499582, 1027097.474079338 210488.0900002425, 1027171.276563865 210362.1409996952, 1027236.456385451 210228.2249215889, 1027292.517399207 210087.3608780355, 1027339.032828699 209940.6208659703, 1027375.648517579 209789.1216106538, 1027402.085629358 209634.0160683033, 1027418.142774675 209476.4846527644, 1027423.697549626 209317.7262528941))",2.75,0.004
557,PARK DR EAST & 73 TERRACE,Albert H. Mauro Playground,0.0,"POLYGON ((1033589.14793271 202625.7655547797, 1033589.14793271 202625.7655547797, 1033584.196639118 202466.9875511439, 1033568.735064052 202309.3965274248, 1033542.880680054 202154.1918660683, 1033506.830067473 202002.5548005341, 1033460.857424094 201855.6394244453, 1033405.312483439 201714.5639068671, 1033340.617857552 201580.4019807431, 1033267.265824225 201454.1747692339, 1033185.814583164 201336.843012181, 1033096.884009347 201229.2997520699, 1033001.150935975 201132.3635351128, 1032899.344002812 201046.7721792038, 1032792.238109169 200973.1771565025, 1032680.648513828 200912.1386331323, 1032565.424626819 200864.1212040615, 1032447.443540465 200829.4903556, 1032327.603349057 200808.5096824648, 1032206.816308139 200801.3388806573, 1032086.001885606 200808.032531445, 1031966.079757781 200828.5396857858, 1031847.962803863 200862.7042522158, 1031732.550152311 200910.2661854628, 1031620.72033223 200970.8634664667, 1031513.324582133 201044.0348589637, 1031411.18036702 201129.2234213702, 1031315.065153409 201225.7807473907, 1031225.710489677 201332.971902921, 1031143.796436899 201449.9810215468, 1031069.946392644 201575.9175161869, 1031004.722347074 201709.8228593215, 1030948.620607464 201850.6778801918, 1030902.068023674 201997.4105235033, 1030865.418743152 202148.9040103203, 1030838.951520069 202304.0053390717, 1030822.867598992 202461.5340619837, 1030817.289188958 202620.2912699736, 1030822.258539447 202779.068717712, 1030837.737625091 202936.6580192921, 1030863.608441309 203091.8598446101, 1030899.673908457 203243.4930463694, 1030945.659377413 203390.4036483431, 1031001.214724944 203531.4736265366, 1031065.917022806 203665.6294163088, 1031139.273760097 203791.8500809552, 1031220.726594188 203909.1750795521, 1031309.655601684 204016.7115749624, 1031405.383996987 204113.6412265269, 1031507.183282475 204199.2264158313, 1031614.278791197 204272.8158580828, 1031725.855579926 204333.8495567246, 1031841.064627742 204381.8630633826, 1031959.029293209 204416.4910109136, 1032078.851980971 204437.4698927573, 1032199.620967336 204444.6400673449, 1032320.417332972 204437.9469724545, 1032440.32195022 204417.4415402573, 1032558.42247192 204383.2798098706, 1032673.820268903 204335.7217403985, 1032785.637263406 204275.1292335005, 1032893.022606628 204201.9633803927, 1032995.159149762 204116.7809543334, 1033091.269659407 204020.2301751756, 1033180.622730118 203913.0457781107, 1033262.53834921 203796.0434241763, 1033336.393071533 203670.1134949336, 1033401.624764782 203536.2143184035, 1033457.736889313 203395.364877983, 1033504.302279716 203248.6370594046, 1033540.966399434 203097.147495005, 1033567.4500434 202942.0490671748, 1033583.551468122 202784.5221355543, 1033589.14793271 202625.7655547797))",10.0,0.015
558,BEHIND TENNIS CENTER,Playground,93.0,"POLYGON ((1029080.903211277 212271.8242543458, 1029080.903211277 212271.8242543458, 1029075.924651925 212113.0465875427, 1029060.440208944 211955.4578571002, 1029034.567528918 211800.2574280214, 1028998.503331442 211648.6265015478, 1028952.521917701 211501.719124541, 1028896.973087974 211360.6534051609, 1028832.279483913 211226.5030017112, 1028758.933375548 211100.2889495627, 1028677.492917503 210982.9718883434, 1028588.577902709 210875.4447485739, 1028492.86504597 210778.5259536754, 1028391.082833192 210692.9531888498, 1028284.005975574 210619.3777846571, 1028172.449510925 210558.3597577917, 1028057.26259714 210510.3635471397, 1027939.322045164 210475.7544774365, 1027819.525640804 210454.7959775728, 1027698.785306362 210447.647574718, 1027578.020154269 210454.3636796485, 1027458.149485872 210474.8931723714, 1027340.085788729 210509.0797914379, 1027224.727785977 210556.6633237289, 1027112.953590804 210617.2815858405, 1027005.614018374 210690.4731818765, 1026903.526106128 210775.6810165544, 1026807.466892079 210872.2565369798, 1026718.167498387 210979.4646706685, 1026636.307565483 211096.4894220919, 1026562.510079041 211222.4400853133, 1026497.336629199 211356.3580250673, 1026441.283138165 211497.2239748646, 1026394.776088582 211643.9657963284, 1026358.169281346 211795.4666407755, 1026331.741147372 211950.5734507245, 1026315.692633726 212108.105736765, 1026310.145679969 212266.8645627676, 1026315.14229618 212425.641671127, 1026330.64424948 212583.2286785617, 1026356.533361256 212738.4262724197, 1026392.612412628 212890.0533376135, 1026438.606651099 213036.955944594, 1026494.165886702 213178.0161301512, 1026558.867161621 213312.160404112, 1026632.217972738 213438.3679173383, 1026713.66002255 213555.6782289113, 1026802.573469754 213663.1986133658, 1026898.281647177 213760.110852564, 1027000.056211094 213845.6774604635, 1027107.122682707 213919.2472936248, 1027218.666339793 213980.2605045805, 1027333.838413595 214028.2528007977, 1027451.76254408 214062.8589764704, 1027571.541444395 214083.8156906508, 1027692.263724101 214090.9634704163, 1027813.010819334 214084.2479239341, 1027932.863977412 214063.720154219, 1028050.911242808 214029.5363703779, 1028166.25439166 213981.9566993668, 1028278.015762103 213921.3432072815, 1028385.344928658 213848.1571450683, 1028487.425170049 213762.9554398841, 1028583.479681344 213666.3864583669, 1028672.777483271 213559.1850743338, 1028754.638983762 213442.1670782161, 1028828.441149523 213316.2229707089, 1028893.622248223 213182.3111878671, 1028949.686125262 213041.4508091152, 1028996.205982408 212894.7138035517, 1029032.82762963 212743.2168735441, 1029059.272185092 212588.1129576256, 1029075.338202783 212430.5824572638, 1029080.903211277 212271.8242543458))",12.0,0.462
559,ON PATH BETWEEN PASSARELLE BUILDING AND FOUNTAIN OF PLANETS (IN ZONE 14),Buzz Vollmer Playground,1.0,"POLYGON ((1029551.387914741 212564.164105836, 1029551.387914741 212564.164105836, 1029546.412500131 212405.3863243548, 1029530.931304953 212247.7972757488, 1029505.061951069 212092.5963274235, 1029469.001132772 211940.9646845606, 1029423.023125512 211794.0563994905, 1029367.477703656 211652.9895872544, 1029302.78748291 211518.837914487, 1029229.444707555 211392.6224262099, 1029148.007506846 211275.3037729606, 1029059.095648931 211167.7748974056, 1028963.385824574 211070.8542361435, 1028861.60649661 210985.2794885986, 1028754.532354283 210911.7020003993, 1028642.978414724 210850.6818041123, 1028527.793816623 210802.6833551415, 1028409.855353293 210768.0719952515, 1028290.06079465 210747.1111707573, 1028169.322048938 210739.9604265448, 1028048.558216511 210746.6741911817, 1027928.688588659 210767.2013625264, 1027810.62564503 210801.3856967682, 1027695.268103024 210848.966998198, 1027583.494072328 210909.5831004084, 1027476.154366847 210982.7726239192, 1027374.066025041 211067.9784892408, 1027278.006088188 211164.5521584777, 1027188.705683958 211271.7585732196, 1027106.844460477 211388.7817510454, 1027033.045413228 211514.7309979783, 1026967.870144244 211648.6476895465, 1026911.814589571 211789.5125687488, 1026865.305247561 211936.2535053721, 1026828.695936553 212087.7536574519, 1026802.265106529 212242.8599727851, 1026786.213725062 212400.3919657157, 1026780.663753552 212559.1507023537, 1026785.657225031 212717.9279257537, 1026801.155930566 212875.5152517701, 1026827.04171625 213030.7133653206, 1026863.117388527 213182.3411473358, 1026909.108220607 213329.2446628303, 1026964.66404845 213470.3059416663, 1027029.36194017 213604.4514853443, 1027102.709418407 213730.6604350664, 1027184.148211008 213847.9723389667, 1027273.058501466 213955.4944594622, 1027368.763646634 214052.4085651868, 1027470.535325854 214137.9771559217, 1027577.599082287 214211.5490731035, 1027689.140214366 214272.5644534252, 1027804.30997256 214320.5589878356, 1027922.232014453 214355.1674534906, 1028042.00906909 214376.1264920321, 1028162.729760068 214383.2766128394, 1028283.47553563 214376.5634062651, 1028403.327653121 214356.0379575239, 1028521.374164947 214321.8564580662, 1028636.716852976 214274.2790174656, 1028748.478058855 214213.66768484, 1028855.807358349 214140.4836947247, 1028957.888029181 214055.283958497, 1029053.943263152 213958.7168278199, 1029143.242075483 213851.5171624223, 1029225.104866428 213734.5007396652, 1029298.908592867 213608.5580482606, 1029364.091510594 213474.6475135024, 1029420.157451162 213333.7882053223, 1029466.679600648 213187.0520846597, 1029503.30375156 213035.5558471449, 1029529.751003024 212880.4524260373, 1029545.8198885 212722.9222190503, 1029551.387914741 212564.164105836))",35.0,0.285
560,"68 Rd, 79 St, 69 Ave",Middle Village Playground,14.0,"POLYGON ((1020679.167346632 198012.3944547131, 1020679.167346632 198012.3944547131, 1020674.130589482 197853.6193725123, 1020658.582197211 197696.036856054, 1020632.640303101 197540.8462231614, 1020596.50215352 197389.2286006544, 1020550.442612489 197242.3379342793, 1020494.812074905 197101.2922051677, 1020430.03380428 196967.1649196805, 1020356.600715043 196840.9769374009, 1020275.071623811 196723.6886997033, 1020186.0669981 196616.1929179369, 1020090.264234732 196519.3077769852, 1019988.392503883 196433.7707060742, 1019881.22719806 196360.2327641901, 1019769.584028239 196299.25368303, 1019654.312812212 196251.2976051314, 1019536.291002529 196216.7295498208, 1019416.41700343 196195.8126338425, 1019295.603327756 196188.7060678706, 1019174.769646122 196195.4639441974, 1019054.835781419 196216.0348248616, 1018936.714702158 196250.2621333038, 1018821.305568177 196297.8853466096, 1018709.486881791 196358.5419792418, 1018602.109796739 196431.7703431003, 1018499.991635946 196517.0130629234, 1018403.909667602 196613.6213201531, 1018314.595187019 196720.8597929832, 1018232.727949421 196837.9122548419, 1018158.930996048 196963.8877887289, 1018093.765912955 197097.8275699862, 1018037.728558652 197238.7121657876, 1017991.24529295 197385.4692957662, 1017954.669735716 197536.981994651, 1017928.280080023 197692.0971147411, 1017912.276980075 197849.6341033698, 1017906.782029811 198008.393988644, 1017911.836843526 198167.1685049483, 1017927.402745431 198324.7492888272, 1017953.361070223 198479.9370751107, 1017989.514072291 198631.5508234532, 1018035.58643634 198778.4367058256, 1018091.227377843 198919.4768864503, 1018156.013317171 199053.59802758, 1018229.451106887 199179.779456292, 1018310.981787553 199297.0609303621, 1018399.984843356 199404.5499439382, 1018495.782925177 199501.428517792, 1018597.647005088 199586.9594222332, 1018704.801923048 199660.4917856284, 1018816.432283715 199721.4660458049, 1018931.688658493 199769.4182066945, 1019049.694045778 199803.9833679794, 1019169.550540316 199824.898500853, 1019290.346161132 199832.0044488421, 1019411.1617862 199825.2471383933, 1019531.07814127 199804.6779903038, 1019649.182789849 199770.4535284847, 1019764.577071339 199722.8341893433, 1019876.382934709 199662.1823407091, 1019983.749615844 199588.959525333, 1020085.860107934 199503.7229498767, 1020181.937375798 199407.1212462053, 1020271.250266948 199299.8895370119, 1020353.119074453 199182.8438433388, 1020426.920709373 199056.8748765497, 1020492.093443405 198922.9412617576, 1020548.141185571 198782.0622444406, 1020594.637260424 198635.3099354593, 1020631.22765891 198483.8011535835, 1020657.633737 198328.6889275147, 1020673.65434151 198171.1537219859, 1020679.167346632 198012.3944547131))",11.0,0.052
561,"80TH ST, JUNIPER BLVD S, 77TH PLACE, JUNIPER BLVD N, 78TH ST",Juniper North Playground Tennis,8.0,"POLYGON ((1019758.632694365 201872.9381933715, 1019758.632694365 201872.9381933715, 1019753.590794929 201714.1630785901, 1019738.038976559 201556.5809299235, 1019712.095398616 201401.3910623703, 1019675.957320283 201249.7745969328, 1019629.899605041 201102.8854705246, 1019574.272633891 200961.8416525495, 1019509.499643212 200827.7166347743, 1019436.073507242 200701.5312594974, 1019354.552989693 200584.2459482158, 1019265.558492825 200476.753389962, 1019169.767336378 200379.8717450493, 1019067.908602196 200294.338416047, 1018960.757583877 200220.8044334357, 1018849.129883661 200159.8294987247, 1018733.875201612 200111.8777228699, 1018615.870864446 200077.3140924309, 1018496.015143426 200056.4016904427, 1018375.220412298 200049.2996932096, 1018254.406197486 200056.0621582361, 1018134.49217373 200076.6376126433, 1018016.391158541 200110.869445056, 1017901.002159055 200158.4970981533, 1017789.203524346 200219.1580526135, 1017681.846255557 200292.3905874821, 1017579.747524786 200377.6372957715, 1017483.684452348 200474.2493286104, 1017394.38818975 200581.4913354825, 1017312.538353556 200698.5470629735, 1017238.757852565 200824.5255692854, 1017173.60814763 200958.4680071505, 1017117.584980208 201099.3549235726, 1017071.114602142 201246.114020575, 1017034.550535213 201397.6283179436, 1017008.170885042 201552.7446558458, 1016992.176229691 201710.2824723685, 1016986.68809882 201869.0427893321, 1016991.748054829 202027.8173378639, 1017007.317382788 202185.3977542484, 1017033.27739133 202340.5847760986, 1017069.430322022 202492.1973689143, 1017115.500860117 202639.08171342, 1017171.138234984 202780.1199855194, 1017235.91889414 202914.2388619479, 1017309.349730344 203040.417687012, 1017390.871837072 203157.6962382392, 1017479.864763767 203265.1820320106, 1017575.651238412 203362.0571135286, 1017677.502321408 203447.5842796573, 1017784.642951632 203521.112687167, 1017896.257842493 203582.0828039518, 1018011.497683122 203630.0306654414, 1018129.485597755 203664.5914040291, 1018249.323814117 203685.5020245297, 1018370.100490342 203692.603404765, 1018490.896648582 203685.8415059881, 1018610.793162749 203665.267783863, 1018728.877747342 203631.0387971394, 1018844.251894466 203583.4150166779, 1018956.037706321 203522.7588441155, 1019063.384571394 203449.5318551319, 1019165.475633688 203364.2912881892, 1019261.534005889 203267.6858055585, 1019350.828679314 203160.4505587314, 1019432.680085674 203043.4015957321, 1019506.46526847 202917.4296528242, 1019571.622624593 202783.4933778326, 1019627.656180109 202642.6120364983, 1019674.13936753 202495.8577574221, 1019710.718275883 202344.3473744047, 1019737.114348583 202189.2339283678, 1019753.126508592 202031.6978933373, 1019758.632694365 201872.9381933715))",7.0,0.073
562,"72 ST, 74ST, JUNIPER BLVD SOUTH",Juniper South Playground,6.0,"POLYGON ((1018124.303584186 201069.0749227208, 1018124.303584186 201069.0749227208, 1018119.250816505 200910.3001945167, 1018103.6878634 200752.7191394123, 1018077.732968974 200597.5310641217, 1018041.583478541 200445.9170759915, 1017995.514342434 200299.031093131, 1017939.876028579 200157.9910610198, 1017875.091859686 200023.8704426214, 1017801.654795067 199897.6900467755, 1017720.123681615 199780.4102570922, 1017631.119002236 199672.9237205817, 1017535.318154167 199576.0485517481, 1017433.450293022 199490.5221038812, 1017326.290781867 199416.9953550822, 1017214.655287574 199356.02795181, 1017099.393569531 199308.0839477018, 1016981.383008006 199273.5282701548, 1016861.521921636 199252.6239416749, 1016740.722725 199245.5300771083, 1016619.904978509 199252.3006720646, 1016499.988383781 199272.8841917606, 1016381.885777891 199307.1239634281, 1016266.496180079 199354.7593693053, 1016154.697943972 199415.4278310615, 1016047.342067673 199488.6675705722, 1015945.245712678 199573.9211260177, 1015849.185981218 199670.5395963985, 1015759.893999367 199777.7875822063, 1015678.049351105 199894.8487844876, 1015604.274905743 200020.832219775, 1015539.132078041 200154.779003309, 1015483.116557112 200295.6696489877, 1015436.6545366 200442.4318304725, 1015400.099474677 200593.9485440805, 1015373.729408426 200749.0666115791, 1015357.744842966 200906.6054579106, 1015352.267231176 201065.3660970661, 1015357.338055382 201224.1402577428, 1015372.918517958 201381.7195791804, 1015398.889842787 201536.9048073555, 1015435.054185315 201688.5149214189, 1015481.136143949 201835.3961209783, 1015536.784861144 201976.4306058942, 1015601.576698101 202110.5450817425, 1015675.018462512 202236.7189263301, 1015756.551164688 202353.9919551041, 1015845.55427344 202461.4717264679, 1015941.350439264 202558.3403314931, 1016043.21064881 202643.8606163146, 1016150.359771503 202717.3817901002, 1016261.982456121 202778.3443757669, 1016377.229332485 202826.2844660907, 1016495.223471288 202860.837252553, 1016615.067052885 202881.7398005257, 1016735.848194582 202888.8330492468, 1016856.647884544 202882.0630218225, 1016976.546969805 202861.4812357932, 1017094.633145296 202827.244311246, 1017210.007891009 202779.6127794263, 1017321.793304589 202718.9491009805, 1017429.138777544 202645.714908665, 1017531.227464476 202560.467495765, 1017627.282496144 202463.8555766379, 1017716.572889278 202356.6143517532, 1017798.41910816 202239.5599146095, 1017872.198235767 202113.5830431304, 1017937.348715068 201979.6424226511, 1017993.374624463 201838.7573519765, 1018039.84945465 201691.9999880925, 1018076.419358255 201540.4871882783, 1018102.805847224 201385.3720118551, 1018118.807917453 201227.8349460401, 1018124.303584186 201069.0749227208))",7.5,0.065
563,"33 Ave, 210 St, 32 Ave, Cpl Kennedy St",Raymond O'connor Park,0.0,"POLYGON ((1046737.209000709 220508.3737557849, 1046737.209000709 220508.3737557849, 1046732.347867637 220349.5919859628, 1046716.983535269 220191.9915139859, 1046691.232736059 220036.77179405, 1046655.291261995 219885.1141740375, 1046609.432480218 219738.1729037934, 1046554.005257678 219597.066349247, 1046489.431310464 219462.8684793288, 1046416.201997908 219336.6006905294, 1046334.87458568 219219.2240312915, 1046246.068006317 219111.6318856403, 1046150.458149306 219014.643171636, 1046048.772716607 218928.9961065741, 1045941.785682816 218855.342586456, 1045830.311402081 218794.243222499, 1045715.19840679 218746.1630726639, 1045597.32294529 218711.4681005919, 1045477.582307991 218690.4223890268, 1045356.88799275 218683.1861290089, 1045236.158761769 218689.814400092, 1045116.313643017 218710.2567509166, 1044998.264929618 218744.3575833891, 1044882.911230695 218791.8573374769, 1044771.130626721 218852.3944675386, 1044663.773981662 218925.5081952986, 1044561.65846295 219010.6420182781, 1044465.561318745 219107.1479469981, 1044376.213959935 219214.2914387173, 1044294.29639205 219331.2569899903, 1044220.432039455 219457.1543454901, 1044155.183001235 219591.0252757182, 1044099.045774922 219731.8508719643, 1044052.447480482 219878.5593029425, 1044015.742613275 220030.033974059, 1043989.21035055 220185.1220269592, 1043973.052431868 220342.6431148778, 1043967.391629453 220501.3983867845, 1043972.270819841 220660.1796119907, 1043987.652663834 220817.7783757168, 1044013.419896897 220972.9952756861, 1044049.376227708 221124.6490496869, 1044095.24783771 221271.5855647314, 1044150.685470176 221412.6865993849, 1044215.267092713 221546.8783524291, 1044288.501112782 221673.1396132349, 1044369.830121676 221790.5095317149, 1044458.635138345 221898.0949286397, 1044554.240320782 221995.077091028, 1044655.918109062 222080.7180006366, 1044762.894760862 222154.365948506, 1044874.356237485 222215.4604927108, 1044989.454395589 222263.5367217547, 1045107.313437647 222298.2287911168, 1045227.036572147 222319.2727062559, 1045347.712833045 222326.5083307137, 1045468.42400671 222319.8806042511, 1045588.251613837 222299.4399616726, 1045706.283893384 222265.3419491713, 1045821.622735559 222217.8460410999, 1045933.390511308 222157.3136662331, 1046040.736746443 222084.2054583661, 1046142.84458983 221999.0777522559, 1046238.937026522 221902.5783515249, 1046328.282788666 221795.4416005775, 1046410.201919246 221678.4827980169, 1046484.070946414 221552.5919941378, 1046549.327629053 221418.7272193629, 1046605.475237357 221277.9071953796, 1046652.08633591 221131.2035841396, 1046688.806040303 220979.732833819, 1046715.35472247 220824.6476836287, 1046731.530143951 220667.1283921313, 1046737.209000709 220508.3737557849))",7.0,0.011
